type,german,english,example_de,example_en,date_last_used,times_used,notes,subtype
other,borgen (+Dat/+Akk),to lend / to borrow,Kannst du mir bis morgen zwanzig Euro borgen?,,,0,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,bringen (+Dat/+Akk),to bring,Er brachte ihr jeden Morgen einen Kaffee ans Schreibtisch.,,,0,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,böse auf (+Akk),angry at / cross with,Der Junge ist böse auf das Mädchen.,,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,bürgerlich,middle-class / bourgeois,,,,0,corrected gloss — closer to 'bourgeois' than slang 'bougie',Wortschatz
other,dankbar für (+Akk),grateful for / thankful for,Fayyad Hadji ist seinen Kollegen für ihre Hilfsbereitschaft dankbar.,,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,"Danke, ebenfalls! / Danke, gleichfalls!","Thanks, likewise!",,,,0,,Redemittel
other,danken (für) (+Dat),to thank (for),Er dankte ihr herzlich für ihre Hilfe beim Umzug.,,,0,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,das Amt,the position / office,,,,0,,Wortschatz
other,das Arschloch,asshole,,,,0,vulgar slang — register flag,Wortschatz
other,das Bedürfnis / die Bedürfnisse,the need(s),,,,0,,Wortschatz
other,das Befinden,the state of health / well-being,,,,0,,Wortschatz
other,das Denkmal,the monument / memorial,Es ist wie ein Denkmal über die Bedingungen der Menschen auf dem Mond.,It's like a monument to the conditions of the people on the moon.,,0,corrected translation ('testimony' -> 'monument') and 'im Mond' -> 'auf dem Mond',Wortschatz
other,das Dingsbums,the thingamajig,,,2026-09-03,1,,Wortschatz
other,das Ereignis / die Veranstaltung,the event,,,,0,,Wortschatz
other,das Ergebnis,the result,,,,0,corrected spelling from 'Ergibnis',Wortschatz
other,das Erlebnis / die Erfahrung,the experience,,,,0,merged duplicates,Wortschatz
other,das Geheimnis,the secret,,,,0,,Wortschatz
other,das Gesetz,the law,,,2026-09-02,1,,Wortschatz
other,Das ist doch nicht zu fassen!,That's unbelievable!,,,,0,,Redewendung
other,Das ist doch Quatsch!,That's nonsense!,,,,0,,Redemittel
other,Das ist lächerlich!,That's ridiculous!,,,2026-08-28,1,,Redemittel
other,das Kennzeichen,the label / marker,,,,0,,Wortschatz
other,Das macht uns Mut.,That gives us courage.,,,2026-08-31,1,,Redemittel
other,das Muster,the pattern,,,,0,,Wortschatz
other,das Niesen,the sneeze (noun),,,,0,,Wortschatz
other,das Opfer,the sacrifice / the victim,,,,0,two meanings,Wortschatz
other,Das passt so. / Stimmt so.,Keep the change.,,,,0,,Redemittel
other,das Schicksal,the fate,,,,0,,Wortschatz
other,das Schlupfloch,the loophole,,,2026-09-02,1,,Wortschatz
other,das Unternehmen,the company,,,,0,,Wortschatz
other,den Kürzeren ziehen,to come off worse / to lose out,"In der Verhandlung zog er den Kürzeren, weil er schlecht vorbereitet war.",,,0,"idiomatic verb phrase, from uploaded list",Redewendung
other,den Umsatz steigern,to increase turnover / sales,Die Firma konnte im letzten Jahr den Umsatz um 3% steigern.,,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,dennoch,nevertheless,,,,0,,Wortschatz
other,der Alltag,everyday life,,,,0,,Wortschatz
other,der Ausdruck,the expression,,,,0,,Wortschatz
other,der Außenbereich,the outside area,,,,0,,Wortschatz
other,der Begriff,the term / concept,,,,0,merged duplicate,Wortschatz
other,der Bereich / das Gebiet,the area,,,,0,merged duplicates,Wortschatz
other,der Bericht,the report,,,,0,merged duplicates,Wortschatz
other,der Bolzen / der Riegel,the bolt,,,,0,,Wortschatz
other,der Bub / die Buben,the boy(s),,,,0,,Wortschatz
other,der Buchstabe (die Buchstaben),the letter(s) (of the alphabet),,,,0,,Wortschatz
other,der Durchschnitt,the average,,,,0,,Wortschatz
other,der Erpresser,the blackmailer,,,,0,,Wortschatz
other,der Förderverein,the support association,,,,0,corrected from genitive 'Fördervereins',Wortschatz
other,der Gedanke,the thought,,,,0,,Wortschatz
other,der Genuss,the enjoyment / pleasure / indulgence,,,,0,,Wortschatz
other,der Geruch,the smell,,,,0,,Wortschatz
other,der Gletscher,the glacier,Wir sind mehrmals mit Schlitten den Gletscher hinuntergefahren.,We rode sleds down the glacier several times.,,0,,Wortschatz
other,der Großbuchstabe,the capital letter,,,,0,,Wortschatz
other,der Grundpfeiler,the cornerstone / foundational pillar,,,,0,,Wortschatz
other,der Holzdübel,the wooden peg / dowel,,,,0,,Wortschatz
other,der Husten,the cough (noun),,,,0,,Wortschatz
other,der Inbusschlüssel,the hex wrench / Allen key,,,,0,corrected spelling (missing umlaut),Wortschatz
other,der Klacks,the dollop / dab,...einen Klacks Mayonnaise,...a dollop of mayonnaise,,0,,Wortschatz
other,der Kleinbuchstabe,the lowercase letter,,,,0,,Wortschatz
other,der Mucks,a sound / peep,,,,0,"colloquial, e.g. 'keinen Mucks machen'",Wortschatz
other,der Pendler,the commuter,,,,0,,Wortschatz
other,der Rauchmelder,the smoke detector,,,,0,,Wortschatz
other,der Schnupfen,the sniffle / head cold (noun),,,,0,corrected from 'der Schneien' (not a word — Schneien means 'to snow'),Wortschatz
other,der Schraubenzieher,the screwdriver,,,,0,,Wortschatz
other,der Schrebergarten,the allotment / community garden,,,,0,,Wortschatz
other,der Schritt / die Schritte,the step(s),Jetzt nähern wir uns mit großen Schritten dem Jahresende.,Now we're approaching the end of the year in big steps.,,0,,Wortschatz
other,der Schwager,the brother-in-law,,,,0,,Wortschatz
other,der Speckgürtel,"the commuter belt (informal; lit. 'bacon belt', i.e. wealthy suburbs)","Viele Wohlhabende ziehen in den Speckgürtel, um mehr Platz und Ruhe zu genießen.",Many wealthy people move to the commuter belt to enjoy more space and peace.,,0,,Wortschatz
other,der Spießer,the philistine / narrow-minded conformist,,,,0,"informal, mildly pejorative",Wortschatz
other,der Stadtrand,the city edge / outskirts,,,,0,,Wortschatz
other,der Stolz,the pride,,,,0,,Wortschatz
other,der Streber,the overachiever / swot,,,,0,,Wortschatz
other,der Trottel,the idiot,,,,0,,Wortschatz
other,der Unterschied,the difference,Was ist der Unterschied zwischen den beiden Wörtern?,What's the difference between the two words?,,0,,Wortschatz
other,der Ursprung,the origin,,,,0,corrected gender/spelling from 'die Ürsprung',Wortschatz
other,der Vorort,the suburb,,,2026-08-31,1,,Wortschatz
other,der Werkzeugkoffer,the toolbox,,,,0,,Wortschatz
other,der Widerstand,the resistance,,,,0,,Wortschatz
other,der Zweifel,the doubt,,,,0,,Wortschatz
other,der/das Fick,the fuck (crude),,,,0,vulgar slang — register flag; verb form is ficken,Wortschatz
other,der/die Freiwillige (pl. die Freiwilligen),the volunteer(s),,,2026-08-27,1,,Wortschatz
other,deshalb,therefore,"Ich bleibe deshalb lieber zuhause, obwohl ich gern zum Gottesdienst gekommen wäre.","That's why I'd rather stay home, although I would have liked to attend the service.",2026-08-31,1,,Wortschatz
other,deutlich,clearly,,,,0,,Wortschatz
other,die Abzocke,the rip-off,"Das war eine echte Abzocke, zehn Euro für ein Bier!","That was a real rip-off, ten euros for a beer!",,0,,Wortschatz
other,die Bedingung(en),the condition(s),,,,0,,Wortschatz
other,die Begeisterung,the enthusiasm,,,,0,,Wortschatz
other,die Bewegung,the movement / motion,,,,0,,Wortschatz
other,die Beziehung(en),the relationship(s),,,,0,,Wortschatz
other,die Bezugserzieherin(nen),the key/reference caregiver(s),,,,0,daycare/kita context,Wortschatz
other,die Flüssigkeit,the liquid,,,2026-08-27,1,corrected spelling (missing umlaut),Wortschatz
other,die Folge,the consequence,,,,0,corrected article from 'das Folge',Wortschatz
other,die Fotze(n),cunt(s),,,,0,vulgar slang — register flag,Wortschatz
other,die Förderung,the support / promotion,,,,0,,Wortschatz
other,die Gefahr,the danger / risk,,,,0,,Wortschatz
other,die Gegenleistung,the consideration / compensation (in return),,,,0,,Wortschatz
other,die Gelegenheit,the opportunity,,,2026-08-31,1,,Wortschatz
other,die Gestaltung,the design,,,,0,"separated from Erlebnis entry, was bracketed in with it",Wortschatz
other,die Gewalt,violence,,,,0,,Wortschatz
other,die Gewohnheit,the habit,,,,0,,Wortschatz
other,die Gnade,the grace / mercy,,,,0,,Wortschatz
other,die gültige E-Mailadresse,the valid email address,,,,0,,Wortschatz
other,die Hassliebe,the love-hate relationship,,,,0,,Wortschatz
other,die Hecke,the hedge,,,,0,,Wortschatz
other,die Kapuze,the hood,Die Kapuze meiner Jacke ist nicht mehr wasserdicht.,My jacket's hood isn't waterproof anymore.,,0,corrected spelling,Wortschatz
other,die Kraft,the power / strength,,,,0,,Wortschatz
other,die Mehrwertsteuer,the sales tax / VAT,,,,0,,Wortschatz
other,die Menge,the quantity / amount,,,,0,,Wortschatz
other,die Milbe(n),the mite(s),,,,0,,Wortschatz
other,die Mispel,the medlar (fruit),,,2026-08-27,1,,Wortschatz
other,die Mutter,the nut (hardware),,,,0,homonym of 'die Mutter' (mother),Wortschatz
other,die Pfote,the paw,,,,0,,Wortschatz
other,die Regierung,the government,,,,0,,Wortschatz
other,die Rettung,the rescue,,,2026-09-02,1,,Wortschatz
other,die Rückmeldung,the feedback,,,,0,,Wortschatz
other,die Scham,the shame,,,,0,,Wortschatz
other,die Schleife,the loop / bow,,,2026-08-31,1,,Wortschatz
other,die Schraube,the screw,,,,0,,Wortschatz
other,die Schwägerin,the sister-in-law,,,2026-08-28,1,,Wortschatz
other,die Schätzfrage(n),the estimation question(s),,,,0,,Wortschatz
other,die Seele baumeln lassen,to relax / unwind,,,2026-09-02,1,"idiom, literally 'let one's soul dangle'",Redewendung
other,die Strecke,the route / stretch,,,2026-09-03,1,,Wortschatz
other,die Sünde(n),the sin(s),,,,0,corrected article/singular form,Wortschatz
other,die Tat(en),the deed(s),,,,0,,Wortschatz
other,die Tätigkeit / die Aktivität,the activity,,,,0,,Wortschatz
other,die Umgebung,the surroundings,,,,0,,Wortschatz
other,die Verbindung,the connection,Gute Zugverbindung wünscht Wolfgang.,Wolfgang wishes you a good train connection.,,0,,Wortschatz
other,die Verletzung,the injury,,,,0,,Wortschatz
other,die Versammlung,the assembly / meeting,,,,0,,Wortschatz
other,die Verschwörungstheorie,the conspiracy theory,,,,0,,Wortschatz
other,die Wahl,the election / choice,,,,0,,Wortschatz
other,drohen (mit) (+Dat),to threaten (with),"Der Vermieter drohte mit einer Klage, falls die Miete nicht bezahlt würde.",,,0,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,duften / riechen,to smell (duften = pleasantly; riechen = neutral),Wie lecker er duftet.,How delicious he smells.,,0,,Wortschatz
other,durchschnittlich,on average,Zusammen mit Kartoffeln isst man in Deutschland pro Tag durchschnittlich 400 Gramm Gemüse.,"Together with potatoes, people in Germany eat an average of 400 grams of vegetables per day.",,0,,Wortschatz
other,eifersüchtig auf (+Akk),jealous of,"Er ist eifersüchtig auf die Kollegen seiner Frau, mit denen sie nach der Arbeit Kaffee trinkt.",,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,eigenartig,peculiar / unusual / strange,,,,0,,Wortschatz
other,ein Angebot ablehnen,to decline / reject an offer,Ich muss Ihr Angebot leider ablehnen.,,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,ein Angebot annehmen,to accept an offer,Gerne nehme ich Ihr Angebot an.,,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,ein Durcheinander,a mess,,,,0,,Wortschatz
other,ein enges Verhältnis,a close relationship,,,,0,,Wortschatz
other,ein gutes/schlechtes Leben führen,lead a good/bad life,Hedda Aziz führt ein gutes Leben.,,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,ein Missverständnis klären,to clear up a misunderstanding,Wir müssen miteinander sprechen und das Missverständnis klären.,,2026-09-02,1,"idiomatic verb phrase, from uploaded list",Redemittel
other,ein Projekt abschließen,complete a project,Das Team hat das Projekt pünktlich abgeschlossen.,,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,ein Unternehmen leiten,run a company,Sie leitet das erfolgreichste Unternehmen der Region.,,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,ein Versehen,an oversight / mistake,,,,0,,Wortschatz
other,ein Ziel erreichen,achieve a goal,"Nhan Nguyen arbeitet hart, um sein Ziel zu erreichen.",,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,ein Zimmer buchen,book a room,Kann man bei Ihnen auch Zimmer online buchen?,,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,ein/zum Ziel setzen,to set a goal / objective,"Malaika Hadrawi hat sich zum Ziel gesetzt, eine Ausbildung zur Hotelkauffrau zu machen.",,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,einatmen,to inhale,,,,0,,Wortschatz
other,einbezogen,included,,,,0,past participle of einbeziehen,Wortschatz
other,eine Antwort geben,give an answer,"Gib mir bitte eine Antwort, wenn ich dich etwas frage.",,2026-08-27,1,"idiomatic verb phrase, from uploaded list",Redemittel
other,eine Aufgabe übernehmen,to take on a task / responsibility,Krankenpfleger übernehmen Aufgaben in der Grundpflege.,,2026-08-27,1,"idiomatic verb phrase, from uploaded list",Redemittel
other,eine Ausbildung machen,to do an apprenticeship / vocational training,Fayyad Hadji hat eine Ausbildung als Elektriker gemacht.,,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,eine Entscheidung treffen,make a decision,"Anita Jiménez hat die Entscheidung getroffen, nach Deutschland zu ziehen.",,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,eine Frage stellen,ask a question,Entschuldigung. Das habe ich nicht verstanden. Ich muss noch eine Frage stellen.,,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,eine Garantie geben,to give a guarantee,Wir geben Ihnen drei Jahre Garantie auf unsere Produkte.,,2026-08-28,1,"idiomatic verb phrase, from uploaded list",Redemittel
other,eine Idee haben,have an idea,"Petra Münzberg hat die Idee, eine eigene Sicherheitsfirma zu gründen.",,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,eine Information für sich behalten,to keep information to oneself,"Verschwiegenheitspflicht bedeutet, dass man firmeninterne Informationen für sich behalten muss.",,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,eine Prüfung ablegen,to sit / take an exam,Am Ende des Lehrgangs müssen Sie eine Prüfung ablegen.,,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,eine Rechnung stellen,to issue an invoice / bill,Fadi Samet stellt dem Auftraggeber nach einer Übersetzung eine Rechnung.,,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,eine Straftat begehen,to commit a criminal offence,"Wer stiehlt, begeht eine Straftat.",,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,eine Verabredung treffen,to make an appointment / to arrange to meet,Sie trafen eine Verabredung für den nächsten Dienstag um 14 Uhr.,,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,eine Verbindung/einen Zug verpassen,to miss a connection/train,Ich habe die Verbindung verpasst.,I missed the connection.,,0,,Redemittel
other,einen Beruf ausüben,practice a profession,Fadi Samet übt den Beruf des Übersetzers aus.,,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,einen Beruf ergreifen,to take up a profession,Sie wollte nach der Geburt ihres Kindes wieder einen Beruf ergreifen.,,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,einen Entschluss fassen,to make a decision / to resolve,"Wir haben den Entschluss gefasst, im Sommer zu heiraten.",,2026-09-04,1,"idiomatic verb phrase, from uploaded list",Redemittel
other,einen Fehler beheben,to fix / correct a mistake,Wir haben den Fehler behoben und werden entsprechende Maßnahmen einleiten.,,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,einen Fehler machen,make a mistake,"Ich muss zugeben, dass ich einen Fehler gemacht habe.",,2026-09-02,1,"idiomatic verb phrase, from uploaded list",Redemittel
other,einen Fehler verzeihen,to forgive a mistake,Verzeih mir bitte den Fehler! Ich werde das nie wieder tun.,,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,Einen schönen Abend noch!,Have a nice evening!,,,,0,,Redemittel
other,einen Sinn ergeben/machen,to make sense,"Es macht Sinn, in die berufliche Weiterbildung zu investieren.",,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,einen Termin vereinbaren,make an appointment,Gerne können wir einen Termin in Ihrer Firma vereinbaren.,,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,einen Traum haben,have a dream,Sie hat den Traum eine Weltreise zu machen.,,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,einen Traum verwirklichen,to realise / fulfil a dream,Nhan Nguyen möchte seinen Traum vom Medizinstudium verwirklichen.,,2026-08-27,1,"idiomatic verb phrase, from uploaded list",Redemittel
other,einer Prüfung unterziehen,to subject to an examination / test,"Ein Auto wird regelmäßig einer technischen Prüfung, dem TÜV, unterzogen.",,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,eingebettet,embedded,"Ich finde es ein bisschen komisch, dass das in den Biologieunterricht eingebettet ist.",I find it a bit strange that that's embedded in biology class.,,0,corrected grammar of original sentence,Wortschatz
other,eingeschränkt,restricted,,,,0,,Wortschatz
other,einverstanden mit (+Dat),in agreement with / okay with,Sind Sie mit den Vertragsbedingungen einverstanden?,,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,entsetzt über (+Akk),horrified at / appalled by,Die Gäste waren entsetzt über die hohen Preise im Restaurant.,,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,enttäuscht,disappointed,,,,0,,Wortschatz
other,enttäuscht von (+Dat),disappointed by / in,Die Fußballfans waren enttäuscht von ihrer Mannschaft.,,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,entziehen (+Dat/+Akk),to withdraw / to deprive,Das Gericht entzog ihm die Fahrerlaubnis für zwei Jahre.,,,0,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,entzünden,"to ignite / kindle (also: to become inflamed, medical)",,,,0,,Wortschatz
other,epfehlen (+Dat/+Akk),to recommend,"Die Ärztin empfahl ihr, mehr Bewegung in den Alltag einzubauen.",,,0,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,Erfahrung sammeln,gain experience,In seinem Heimatland hat Ahmed Moussa Erfahrung in einer Kfz-Werkstatt gesammelt.,,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,erfreut über (+Akk),pleased about / delighted by,Dimitra ist erfreut über die positiven Nachrichten aus Griechenland,,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,erhalten,to get / receive (formal),,,,0,,Wortschatz
other,erkennen,to recognize,,,,0,,Wortschatz
other,erlauben (+Dat/+Akk),to allow / to permit,"Die Eltern erlaubten ihr, am Wochenende länger aufzubleiben.",,2026-09-02,1,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,erledigen,to take care of / get done,,,,0,,Wortschatz
other,erschrecken,to frighten / scare,Das hat mich zu Tode erschreckt.,That scared me to death.,,0,,Wortschatz
other,erstaunlich,astounding,Dabei kann selbst eine kleine Menge Dentalgold einen erstaunlichen Wert haben.,Even a small amount of dental gold can have an astounding value.,,0,corrected inflected form to base adjective,Wortschatz
other,erstaunt über (+Akk),astonished at / surprised by,"Toma ist erstaunt über die vielen Fische, die er heute geangelt hat.",,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,erstmal,first of all / for now,,,,0,corrected gloss — not 'at the moment',Wortschatz
other,erwischen,to catch,"Ich musste schnell laufen, um die Straßenbahn zu erwischen.",I had to run fast to catch the tram.,,0,,Wortschatz
other,erwähnt,mentioned,,,,0,past participle of erwähnen,Wortschatz
other,erzählen (+Dat/+Akk),to tell / to narrate,Er erzählte uns von seinen Abenteuern auf der Weltreise.,,,0,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,es eilig haben,to be in a hurry,Ich habe es eilig.,I'm in a hurry.,,0,,Redewendung
other,es fällt uns schwerer,it's harder for us,,,,0,,Redewendung
other,es sieht anders aus,it's a different story / the situation looks different,"Wenn die Lieblingsband aber Kollegen oder Kunden stört, sieht es anders aus.","But if the favorite band disturbs colleagues or customers, it's a different story.",,0,corrected garbled original ('to be vorbidden'),Redewendung
other,fertig mit (+Dat),finished with / done with,"Wenn ich mit den Hausaufgaben fertig bin, gehe ich schwimmen.",,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,fliehen / entkommen,to flee / escape,,,,0,,Wortschatz
other,Fragen stellen,ask questions,Stell doch nicht immer so viele Fragen!,,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,frei von (+Dat),free from / free of,"Wenn ich Urlaube habe, bin ich frei von Sorgen.",,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,freundlich zu (+Dat),friendly to / towards,Fadi Samet ist freundlich zu seinen Nachbarn.,,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,"Freut mich, dich kennenzulernen.",Nice to meet you.,,,,0,,Redemittel
other,froh über (+Akk),glad about / pleased about,Malaika Hadrawi und ihre Mutter waren froh über den Mikrokredit.,,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,früh aus dem Unterricht kommen,to get out of class early,Wir sind ein bisschen früher aus dem Unterricht gekommen.,We got out of class a bit early.,,0,corrected garbled original,Wortschatz
other,fördern,to support / promote,,,,0,,Wortschatz
other,geben (+Dat/+Akk),to give,Sie gab ihm einen gut gemeinten Rat.,,,0,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,geeignet für (+Akk),suitable for / appropriate for,Dieses Getränk ist nicht für Schwangere und Kinder geeignet.,,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,gefallen (+Dat),to please / to appeal to,Mir gefällt vor allem der neue Tisch.,I especially like the new table.,,0,,Wortschatz
other,gemeinnützig,non-profit / charitable,,,,0,,Wortschatz
other,genüsslich,with relish / savoring,,,,0,,Wortschatz
other,gespannt auf (+Akk),excited about / curious about / looking forward to,Die Kinder sind gespannt auf den Besuch.,,2026-09-04,1,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,gewöhnlich,ordinary,,,,0,,Wortschatz
other,gewöhnt an (+Akk),used to / accustomed to,Dimitra Papadopoulou ist an viel Arbeit gewöhnt.,,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,gießen,to pour,Ich gieße Milch über meine Frühstücksflocken.,I pour milk over my cereal.,,0,,Wortschatz
other,glauben (+Dat),to believe,"Ich glaube ihm, obwohl seine Geschichte unglaubwürdig klingt.",,,0,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,glücklich über (+Akk),happy about / delighted about,Malaika Hadrawi ist glücklich über ihre neue Arbeit.,,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,gratulieren (zu) (+Dat),to congratulate (on),Alle gratulierten ihr zum bestandenen Examen.,,,0,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,großzügig / generös,generous,Ich danke euch nochmals. Ihr seid so großzügig.,Thanks again. You're so generous.,,0,corrected grammar of original sentence,Wortschatz
other,grundsätzlich,fundamentally / basically,,,,0,,Wortschatz
other,gut in (+Dat)/zu (+Dat),good at / good to,Heddas Sohn ist gut in Mathematik./Der Lehrer ist gut zu den Schülern.,,2026-09-04,1,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,gültig,valid,,,,0,"adjective form, see also gültige E-Mailadresse",Wortschatz
other,heben,to lift,,,,0,,Wortschatz
other,heftig,violently / fiercely / intensely,,,,0,,Wortschatz
other,helfen (+Dat),to help,"Er half ihr, die schweren Kisten in die Wohnung zu tragen.",,,0,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,heruntergefallen,fallen down,,,,0,colloquial short form: runtergefallen,Wortschatz
other,herzhaft,savory,,,,0,corrected inflected form to base adjective,Wortschatz
other,holen,to get / fetch,,,,0,,Wortschatz
other,husten,to cough,,,,0,,Wortschatz
other,häufig,frequently,,,,0,,Wortschatz
other,höflich zu (+Dat),polite to / towards,Malaika Hadrawi ist zu den Hotelgästen höflich.,,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,Hör auf!,Stop it!,,,,0,,Redemittel
other,Ich bin bereit geboren.,I was born ready.,,,2026-08-27,1,,Redewendung
other,Im Ernst?! / Ernsthaft?!,Seriously?!,,,,0,,Redemittel
other,imponieren (+Dat),to impress,Ihre Fachkenntnisse imponieren mir sehr.,,,0,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,in Angriff nehmen,to tackle / to set about / to get started on,Nach dem Urlaub nahm sie das lang aufgeschobene Projekt endlich in Angriff.,,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,in Aussicht stellen,to hold out the prospect of / to promise,Der Geschäftsführer stellte den Mitarbeitern eine Ge,,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,in Betracht ziehen,to take into consideration / to consider,Bei der Entscheidung sollte man alle möglichen Konsequenzen in Betracht ziehen.,,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,in der Lage sein,to be in a position to / to be able to,"Der Arbeitgeber erwartet, dass sie in der Lage ist, diese Aufgabe zu erfüllen.",,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,in Erfahrung bringen,to find out / to ascertain,"Es gelang ihr, in Erfahrung zu bringen, wer hinter dem Projekt steckte.",,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,in Erfüllung gehen,to be fulfilled / to come true,"Ich hoffe, mein Wunsch geht in Erfüllung.",,2026-08-28,1,"idiomatic verb phrase, from uploaded list",Redemittel
other,in Erwägung ziehen,to consider / to contemplate,"Er zieht ernsthaft in Erwägung, seinen Job aufzugeben und ins Ausland zu gehen.",,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,in Frage kommen,to be considered / to be an option,Welcher Beruf kommt für Sie nicht in Frage?,,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,in Kauf nehmen,to accept / put up with / to take in one's stride,Dimitra Papadopoulou muss viele Überstunden machen. Das nimmt sie in Kauf.,,,0,"idiomatic verb phrase, from uploaded list",Redewendung
other,in Rente gehen,to retire / to go into retirement,Nächstes Jahr geht die Chefin in Rente.,,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,in Schwierigkeiten kommen/geraten,to get into difficulties / trouble,"Die Jugendlichen werden in Schwierigkeiten geraten, wenn Sie nicht für die Schule lernen.",,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,in Schwierigkeiten sein,to be in difficulties / trouble,Ihr Cousin ist in ernsten Schwierigkeiten. Er muss ins Gefängnis.,,2026-09-04,1,"idiomatic verb phrase, from uploaded list",Redemittel
other,interessiert an (+Dat),interested in,Nhan Nguyen ist interessiert an Tischtennis.,,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,jemals,ever,Hast du jemals Teig gemacht?,Have you ever made dough?,2026-09-03,1,merged duplicates,Wortschatz
other,jemandem aus der Patsche helfen,to help someone out of a jam,,,,0,corrected 'Patache' -> 'Patsche',Redewendung
other,jemandem in der Patsche sitzen,to be in a jam,,,,0,corrected 'Patache' -> 'Patsche',Redewendung
other,Jetzt reicht's!,Now that's enough!,,,,0,,Redemittel
other,kapiert,understood / got it,,,,0,"past participle of kapieren, colloquial",Wortschatz
other,Karriere machen,to make a career / to advance professionally,Anita möchte Karriere bei einem Modeunternehmen machen.,,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,kein Druck / keinen Druck,no pressure,,,,0,,Redemittel
other,Keine Sorge.,No worries.,,,,0,,Redemittel
other,kennen (+Akk),to know / to be familiar with,Ich kenne diese Stadt wie meine Westentasche.,,,0,"governs case, no preposition (from uploaded list)",Verb + Kasus
